values,labels,tab
0,_background_,1.21351111111111
1,grass,1.84995555555556
2,manmade,25.8379555555556
3,other,1.43884444444444
4,sand,22.8161777777778
5,sky,19.0146666666667
6,trees,27.8288888888889
